TargetID,ProbeID,9993942002_A.AVG_Signal,9993942002_A.Detection Pval,9993942002_A.BEAD_STDERR,9993942002_A.Avg_NBEADS,9993942002_B.AVG_Signal,9993942002_B.Detection Pval,9993942002_B.BEAD_STDERR,9993942002_B.Avg_NBEADS,9993942002_C.AVG_Signal,9993942002_C.Detection Pval,9993942002_C.BEAD_STDERR,9993942002_C.Avg_NBEADS,9993942002_D.AVG_Signal,9993942002_D.Detection Pval,9993942002_D.BEAD_STDERR,9993942002_D.Avg_NBEADS,9993942002_E.AVG_Signal,9993942002_E.Detection Pval,9993942002_E.BEAD_STDERR,9993942002_E.Avg_NBEADS,9993942002_F.AVG_Signal,9993942002_F.Detection Pval,9993942002_F.BEAD_STDERR,9993942002_F.Avg_NBEADS,9993942002_G.AVG_Signal,9993942002_G.Detection Pval,9993942002_G.BEAD_STDERR,9993942002_G.Avg_NBEADS,9993942002_H.AVG_Signal,9993942002_H.Detection Pval,9993942002_H.BEAD_STDERR,9993942002_H.Avg_NBEADS
NEGATIVE,6100441,173.6567,0.5100251,10.71335,37,180.4119,0.3709273,12.09207,24,173.1686,0.5576441,5.794216,41,173.747,0.5200501,7.153556,37,187.0753,0.3195489,10.06906,28,204.0043,0.1854637,12.32225,35,199.2655,0.2719298,11.14076,34,186.899,0.5250627,9.938236,30
NEGATIVE,6110458,168.8107,0.6065163,6.647811,34,162.4845,0.7155389,7.432506,32,185.0675,0.3558897,8.177862,35,197.7069,0.2142857,12.29534,40,188.9295,0.2932331,10.81363,39,192.9405,0.2681704,8.500412,45,189.2878,0.3784461,8.040806,43,159.9584,0.9285714,7.555387,40
NEGATIVE,6110682,168.0889,0.6177945,7.885033,30,152.3174,0.8847118,6.891192,31,163.0575,0.7531328,8.04158,31,179.5504,0.4298246,9.720043,35,153.4,0.8922306,10.36519,28,157.8998,0.8721805,7.456349,41,161.3145,0.8521304,9.930578,36,167.2184,0.8533835,9.268926,27
NEGATIVE,6110722,160.3406,0.7656642,11.26784,26,170.1511,0.5438597,6.954356,40,180.1636,0.4411027,9.664163,36,163.8172,0.7243108,6.687244,39,182.2113,0.377193,8.657297,33,177.4165,0.5112782,7.323911,42,178.8934,0.5313283,8.016359,42,201.6519,0.3032582,10.78141,33
NEGATIVE,6110725,162.5168,0.7280702,7.979809,39,187.8107,0.283208,11.79264,28,181.5378,0.4160401,13.24009,33,195.0195,0.2418546,9.061711,43,174.6101,0.4824561,9.650436,31,181.9843,0.424812,7.218801,47,198.5044,0.2794486,8.342305,38,189.9606,0.4636591,9.680106,29
NEGATIVE,6130019,192.232,0.264411,9.935469,35,181.5154,0.3533835,9.919465,37,203.6681,0.2067669,15.97958,24,195.0242,0.2406015,10.70567,27,170.4546,0.5526316,6.462693,27,184.8563,0.3796993,11.90359,31,191.5347,0.3496241,9.851768,39,215.8936,0.1867168,14.95237,27
NEGATIVE,6130408,200.1475,0.2042606,10.08315,38,186.7359,0.302005,7.286722,42,191.3726,0.2957394,6.094799,39,182.0899,0.3859649,8.323137,38,200.004,0.216792,9.827818,28,211.7448,0.1378446,10.52979,46,200.3085,0.2556391,9.610634,31,232.808,0.1015038,8.955927,35
NEGATIVE,6130477,200.5444,0.1992481,15.84572,26,189.7453,0.2694235,9.049871,34,204.502,0.2017544,9.100191,40,181.194,0.3972431,7.325147,35,183.0379,0.3671679,9.331565,31,179.0357,0.4761905,6.375967,43,189.1465,0.3809524,8.036592,31,216.8603,0.1817043,10.821,38
NEGATIVE,6180286,188.8506,0.2957394,12.37548,23,177.3205,0.4235589,9.964293,29,171.7785,0.5952381,7.696284,32,179.2001,0.4335839,8.805372,32,149.0241,0.933584,8.121072,25,193.5288,0.2593985,12.95777,33,176.9674,0.5726817,11.38589,28,182.095,0.6140351,8.264215,32
NEGATIVE,6180600,271.6791,0.02005013,19.76296,31,238.2893,0.05388471,13.26503,21,280.0313,0.02882206,16.14432,32,227.1878,0.0839599,12.16375,22,221.9287,0.09649123,10.27737,33,274.5763,0.01879699,18.195,41,264.1964,0.03258145,12.96838,35,246.5975,0.06265664,14.77247,24
NEGATIVE,6200168,199.2034,0.2105263,10.95284,32,187.9208,0.2819549,7.616228,30,192.7526,0.2819549,9.747546,35,187.2784,0.3132832,8.594719,42,183.4626,0.3609022,6.636981,48,191.6715,0.2857143,10.16945,52,193.4877,0.3270677,8.489338,39,198.7068,0.3421053,10.3443,29
NEGATIVE,6200243,269.9095,0.02255639,17.94872,21,307.117,0.006265664,17.22431,30,281.9437,0.02756892,16.75094,18,303.7583,0.006265664,18.22577,30,308.1994,0.00877193,21.68485,24,267.157,0.02255639,16.81043,31,364.7664,0.001253133,29.22827,25,299.3637,0.01378446,18.37526,20
NEGATIVE,6200411,299.5881,0.006265664,16.57229,41,254.1971,0.03383459,9.64496,35,247.6639,0.05764411,13.09777,40,246.5972,0.04385965,13.35957,29,269.6667,0.02631579,15.01022,37,257.0244,0.03258145,13.49253,37,290.5816,0.01629073,13.38189,34,300.0494,0.01253133,15.19221,35
NEGATIVE,6220241,194.5144,0.2481203,10.12318,33,185.9447,0.3120301,8.921743,41,182.0726,0.4022556,9.618445,33,181.0375,0.3997494,6.565564,45,192.7569,0.264411,12.18744,31,209.6714,0.1478697,12.24517,39,208.7161,0.1967418,12.87503,38,197.1278,0.358396,11.07493,35
NEGATIVE,6220441,167.5011,0.6303258,9.649708,36,164.7005,0.6616541,7.213895,33,183.1721,0.3897243,10.30033,36,148.5426,0.9536341,6.211705,35,165.1967,0.6741855,7.668166,37,177.761,0.5,7.14141,48,173.8306,0.6453634,9.24679,41,184.5546,0.5626566,7.121829,31
NEGATIVE,6220754,180.2163,0.3909774,7.218474,43,197.479,0.2155388,9.775404,36,177.7095,0.4849624,10.85725,23,177.4621,0.4611529,6.282148,41,176.3947,0.4473684,7.844341,42,182.1465,0.4197995,9.032283,42,182.2437,0.4636591,11.4199,34,188.0716,0.5062656,8.948381,40
NEGATIVE,6250047,174.7686,0.4924812,8.253215,34,203.0544,0.1716792,12.18104,33,197.608,0.2518797,8.94042,46,190.2029,0.2857143,11.03096,47,175.0021,0.4749373,6.615585,43,185.4575,0.3696742,7.947254,33,201.9573,0.2468672,9.987429,37,203.1565,0.2844611,8.150574,37
NEGATIVE,6250113,194.3577,0.2493734,10.05067,38,202.7322,0.1729323,13.79139,26,217.4592,0.1265664,15.43062,27,176.9628,0.4724311,8.347037,31,195.5554,0.2493734,9.866216,34,186.484,0.3546366,8.553709,34,194.4647,0.320802,11.87649,23,197.3358,0.3558897,9.521248,31
NEGATIVE,6270041,157.7871,0.8170426,8.770579,28,164.9009,0.6591479,6.73705,35,160.9902,0.7894737,6.730377,34,156.2605,0.858396,11.79091,27,158.5467,0.8145363,9.838442,23,142.9807,0.981203,7.387565,33,167.4141,0.7631579,9.50745,29,170.756,0.7969925,7.046033,29
NEGATIVE,6270274,180.309,0.3897243,8.357797,36,178.7722,0.3972431,9.452157,29,180.0318,0.4423559,8.566845,35,174.7548,0.5025063,7.918804,39,172.8152,0.5112782,7.325166,42,201.9629,0.2042606,12.04518,37,185.1242,0.4223058,8.525334,36,173.0412,0.7581454,6.316356,38
NEGATIVE,6270300,178.3195,0.4197995,13.76479,26,160.3976,0.7493734,8.073595,26,156.7814,0.8558897,7.107143,37,166.0387,0.6704261,6.806887,35,166.2069,0.6516291,9.103443,39,165.9352,0.7456141,9.615026,34,180.3551,0.5062656,7.408737,38,183.0298,0.5914787,11.93292,31
NEGATIVE,6280121,200.3811,0.2017544,9.834285,31,203.407,0.1691729,11.94755,35,212.2661,0.160401,12.73919,22,248.7224,0.03634085,18.53023,36,190.9287,0.2807018,9.546818,42,202.3749,0.2005012,9.006308,45,190.0377,0.3746867,10.67827,35,211.5624,0.2180451,9.229548,43
NEGATIVE,6280343,141.0512,0.9849624,7.854361,32,168.6958,0.5739349,9.250279,39,167.2497,0.6691729,10.30401,30,144.8991,0.9711779,7.721596,30,157.4247,0.8345864,6.899297,35,172.543,0.6027569,9.348872,39,183.0612,0.452381,11.14909,34,167.299,0.8508772,8.963729,31
NEGATIVE,6280360,149.2413,0.9135338,6.587499,37,151.2274,0.9022557,6.399664,23,150.4675,0.924812,8.051187,31,158.686,0.820802,6.394519,34,164.8474,0.6804512,7.72246,35,160.9093,0.8270677,5.465408,36,170.7875,0.6917293,9.594604,34,171.534,0.7819549,10.32411,27
NEGATIVE,6290097,187.0329,0.3095238,10.38359,32,232.8674,0.05764411,16.99921,31,212.2232,0.1616541,14.00278,33,207.6482,0.1566416,12.73392,39,181.1957,0.3872181,7.499571,28,193.406,0.2619048,10.84921,27,242.9122,0.05764411,13.53168,39,196.6323,0.3671679,8.384704,28
