TargetID,ProbeID,9967500097_A.AVG_Signal,9967500097_A.Detection Pval,9967500097_A.BEAD_STDERR,9967500097_A.Avg_NBEADS,9967500097_B.AVG_Signal,9967500097_B.Detection Pval,9967500097_B.BEAD_STDERR,9967500097_B.Avg_NBEADS,9967500097_C.AVG_Signal,9967500097_C.Detection Pval,9967500097_C.BEAD_STDERR,9967500097_C.Avg_NBEADS,9967500097_D.AVG_Signal,9967500097_D.Detection Pval,9967500097_D.BEAD_STDERR,9967500097_D.Avg_NBEADS,9967500097_E.AVG_Signal,9967500097_E.Detection Pval,9967500097_E.BEAD_STDERR,9967500097_E.Avg_NBEADS,9967500097_F.AVG_Signal,9967500097_F.Detection Pval,9967500097_F.BEAD_STDERR,9967500097_F.Avg_NBEADS,9967500097_G.AVG_Signal,9967500097_G.Detection Pval,9967500097_G.BEAD_STDERR,9967500097_G.Avg_NBEADS,9967500097_H.AVG_Signal,9967500097_H.Detection Pval,9967500097_H.BEAD_STDERR,9967500097_H.Avg_NBEADS
HOUSEKEEPING,6280626,44761.28,0,885.6035,71,44392.44,0,878.7219,73,44005.79,0,854.5784,87,44827.57,0,913.7366,81,43935.65,0,1093.503,70,41168.44,0,917.5566,77,42141.38,0,934.4489,78,40635.97,0,697.505,78
HOUSEKEEPING,6940475,28500.75,0,516.774,116,25109.75,0,557.1211,112,25426.21,0,536.9794,128,28012.21,0,674.6592,107,21502.29,0,502.4169,122,23762.19,0,597.9697,123,22877.45,0,566.1215,107,21792.31,0,471.7418,128
LABELING,780743,79.49301,0.1541353,3.951007,111,80.72501,0.1478697,3.910993,96,74.57045,0.2218045,3.133762,107,84.15955,0.1704261,3.434454,104,81.21653,0.10401,4.385872,108,80.58058,0.2218045,3.036846,82,76.00983,0.2994987,4.04407,93,80.72646,0.2493734,4.590693,85
LABELING,940722,60.30499,0.6666667,3.304663,57,54.18901,0.9210526,2.995327,59,57.94849,0.8220552,3.080687,58,58.21874,0.9035088,3.309068,53,59.05371,0.7744361,3.726778,66,61.32899,0.8045112,3.392651,53,67.35632,0.5676692,4.955409,59,58.78062,0.9310777,3.409456,68
LABELING,1940497,61.2116,0.6303258,2.77925,103,59.10915,0.7769424,2.553631,98,59.22965,0.7857143,2.892045,105,65.9688,0.6328321,2.809724,113,66.74547,0.4110276,3.164637,104,62.58185,0.7669173,2.598364,100,63.02882,0.7330827,2.625675,117,62.31349,0.8220552,3.02143,95
LABELING,4250634,64.1701,0.5062656,2.513736,81,62.60315,0.6378446,2.914872,93,60.17178,0.7468672,2.864789,95,67.01659,0.5977443,3.307963,90,64.36615,0.5162907,2.737166,108,66.69604,0.60401,3.22297,80,58.74133,0.8834587,2.370684,101,64.82368,0.7142857,2.515322,92
LABELING,4670747,65.28423,0.4686717,2.942895,111,68.86242,0.3822055,3.514705,91,69.4742,0.3433584,2.934987,98,77.37633,0.2944862,4.091868,98,65.95844,0.4385965,3.370498,98,64.05186,0.7042606,2.747992,90,67.76493,0.5576441,3.311774,99,72.01409,0.4586466,4.097004,91
LABELING,5340458,60.26433,0.6679198,2.433494,112,61.56471,0.6741855,2.512215,126,57.43052,0.8345864,2.036607,97,62.56099,0.7656642,2.742118,109,56.7413,0.8558897,2.431371,99,59.12245,0.8621554,2.485852,91,63.50409,0.70802,2.526338,122,71.13262,0.4824561,3.543519,103
LABELING,6180066,84.13512,0.10401,4.460055,119,71.26763,0.3157895,3.568239,102,78.799,0.1528822,3.531127,91,72.95115,0.3972431,3.203064,109,72.1785,0.2506266,3.30811,102,74.56606,0.3521303,3.853549,104,82.9073,0.1754386,4.114362,92,71.90656,0.462406,3.914907,76
LABELING,7160747,57.9696,0.7857143,2.257669,95,65.10704,0.5175439,2.693463,107,62.54064,0.622807,2.546688,123,60.59129,0.8295739,1.977097,124,57.57071,0.8270677,2.449585,98,62.56793,0.7669173,2.779965,113,62.44601,0.7568922,2.93568,92,67.87365,0.5977443,2.715157,103
LOW_STRINGENCY_HYB,1400044,5717.117,0,200.801,90,5406.53,0,161.4542,92,5058.76,0,153.9143,84,5501.239,0,200.2066,77,5017.854,0,134.7926,93,4970.346,0,143.2509,79,5221.295,0,226.4253,70,5414.46,0,184.9958,73
LOW_STRINGENCY_HYB,1980167,2356.78,0,93.42573,114,2573.584,0,107.6871,129,2239.742,0,78.34673,122,2546.288,0,85.10793,137,2328.906,0,81.1115,126,2579.482,0,105.9687,117,2815.203,0,114.3305,115,2828.147,0,132.5744,119
LOW_STRINGENCY_HYB,2600040,3856.904,0,121.8678,75,3724.073,0,119.8884,66,3591.208,0,131.6809,65,3574.389,0,96.77673,61,3478.867,0,94.13024,75,3672.894,0,100.4768,68,3587.361,0,100.8012,91,3365.976,0,96.36935,69
LOW_STRINGENCY_HYB,4900050,281.644,0,19.82846,57,258.7679,0,16.12312,70,219.7035,0,12.27928,65,230.8687,0,13.13413,86,263.3982,0,14.88715,72,286.1736,0,18.29423,77,285.0804,0,17.01542,72,227.8025,0,12.26391,60
LOW_STRINGENCY_HYB,6450180,15511.25,0,424.2183,100,13957.18,0,405.1161,103,13999.81,0,320.1914,136,14143.96,0,337.4774,100,14331.11,0,323.242,119,13570.81,0,357.0775,104,13182.5,0,323.9085,94,13112.9,0,280.7444,122
NEGATIVE,10343,74.27336,0.2380952,6.235344,38,76.87915,0.2005012,5.413958,28,67.99544,0.4010025,5.560389,36,79.0509,0.2656642,5.941685,39,71.15471,0.2719298,4.499971,49,88.43697,0.1278196,9.827636,23,64.52155,0.6704261,6.571649,28,60.66705,0.8696742,4.04579,37
NEGATIVE,10356,57.77546,0.7932331,5.171093,27,65.00372,0.5213032,5.033854,28,60.23569,0.7456141,4.310033,36,62.27466,0.7807018,3.267178,18,53.62656,0.9411027,4.174204,29,57.42031,0.9197995,4.612663,35,69.24634,0.5,7.004148,28,54.23461,0.9887218,4.010375,25
NEGATIVE,10692,70.62486,0.3107769,4.856547,34,68.41272,0.3972431,5.163125,38,68.11689,0.3972431,4.048399,48,75.58331,0.3345865,5.154283,38,67.23978,0.3972431,4.363871,43,68.43753,0.5350877,5.468622,32,68.52828,0.5288221,4.347089,42,68.69479,0.5689223,4.592661,38
NEGATIVE,10747,77.68571,0.1817043,6.904011,37,72.67442,0.2857143,9.196047,24,79.73222,0.1428571,7.808237,33,67.74516,0.5776942,7.435446,23,70.40311,0.2944862,5.267482,32,66.72854,0.60401,4.711625,28,76.33978,0.2844611,5.485294,33,65.18939,0.70802,6.328215,24
NEGATIVE,20022,54.55018,0.9097744,4.330817,32,64.44087,0.5501253,4.969208,39,70.40175,0.3270677,5.898454,33,56.65637,0.9323308,2.947905,38,62.39039,0.6127819,4.666034,31,73.09186,0.3934837,4.816626,30,79.07533,0.2255639,5.983433,43,63.16058,0.7819549,4.562571,34
NEGATIVE,20091,69.30085,0.3421053,7.072859,30,66.06314,0.4786967,4.594439,32,76.11388,0.1942356,4.935023,42,72.45009,0.4135338,4.851185,31,58.26281,0.8007519,4.662668,28,57.17997,0.9235589,5.154852,22,85.40675,0.1428571,8.461104,32,66.61898,0.6491228,5.712594,22
NEGATIVE,20445,62.88448,0.5601504,3.809779,42,59.90662,0.7431078,4.398396,29,66.46227,0.4611529,7.345228,22,68.38165,0.5488722,5.939069,23,52.96856,0.9498747,2.849497,39,67.02048,0.5964912,7.14273,27,71.21819,0.4310777,4.908846,37,82.51412,0.2130326,8.277402,32
NEGATIVE,50332,66.14898,0.4486215,5.575943,33,68.67079,0.3884712,5.552968,38,68.12575,0.3947369,7.757811,29,70.44912,0.4774436,4.712459,29,68.20004,0.3646617,5.31342,37,82.06122,0.1992481,7.202066,33,65.79715,0.6215539,4.79832,31,88.27071,0.1340852,7.382132,34
NEGATIVE,50475,77.77859,0.1804511,4.401676,45,80.99071,0.1453634,6.244598,32,76.26051,0.1917293,6.436773,29,105.0668,0.05388471,9.11107,32,75.96442,0.1779449,4.263883,43,77.08549,0.2882206,4.204914,29,79.90941,0.2105263,7.34875,31,98.87824,0.06140351,11.59053,25
NEGATIVE,50647,74.4655,0.2330827,5.404346,30,86.59626,0.09649123,10.15357,24,83.00256,0.1165414,7.732989,34,83.2194,0.1829574,9.312069,17,73.01627,0.2293233,7.399588,22,73.50604,0.3834586,8.066951,23,104.9643,0.03132832,12.26117,31,79.25827,0.2706767,7.020249,31
NEGATIVE,60095,59.40365,0.7205514,3.764881,35,60.65506,0.7067669,4.257068,31,74.54359,0.2243108,7.020264,33,76.46038,0.320802,5.554498,45,59.5792,0.7456141,3.641372,42,59.14233,0.8621554,4.240213,38,61.10548,0.802005,4.646821,23,65.9622,0.6691729,5.929008,39
NEGATIVE,60241,64.42939,0.4962406,6.130976,28,60.62304,0.7130326,3.568986,36,60.85588,0.7230576,3.507302,40,55.18642,0.9511278,4.904546,22,54.10836,0.9298246,3.346403,28,70.89182,0.4423559,7.223361,25,53.31481,0.9862155,2.696543,37,65.43486,0.697995,4.931955,29
NEGATIVE,60246,51.52399,0.9761904,4.211566,27,51.24009,0.9711779,3.379539,25,48.76777,0.9962406,4.289026,30,55.77954,0.9461153,3.628875,26,53.95623,0.9310777,3.771729,22,64.59538,0.679198,5.167933,33,57.45533,0.9210526,3.510285,30,55.97449,0.9724311,4.508246,29
NEGATIVE,60554,55.58222,0.8834587,4.532408,27,70.22678,0.3496241,6.700526,21,69.39382,0.3483709,4.75223,35,62.70538,0.7631579,5.34966,24,60.50532,0.6904762,4.42146,44,54.06871,0.9674186,4.754719,30,62.921,0.7431078,4.82069,43,72.52772,0.4398496,6.925727,27
NEGATIVE,70484,72.47375,0.2781955,5.100222,34,65.33776,0.5075188,3.702084,45,72.26807,0.2844611,3.821275,51,82.41267,0.2017544,6.654771,50,74.36147,0.197995,5.181869,45,64.34641,0.6904762,4.964454,34,99.92006,0.04761905,9.264376,36,71.64894,0.4674186,5.629392,38
NEGATIVE,70520,52.15625,0.9661654,4.303168,20,72.93951,0.2781955,6.37467,29,63.30794,0.5839599,5.758997,27,79.19004,0.2631579,10.15226,21,65.71448,0.4548872,5.247914,22,76.54037,0.2994987,10.0668,22,100.5895,0.04385965,11.95435,28,69.82169,0.5213032,5.191841,26
NEGATIVE,70551,109.1291,0.02255639,9.995466,31,111.8368,0.01754386,9.940345,37,90.66163,0.06641604,5.420398,44,96.08056,0.0877193,6.030317,28,97.18465,0.01503759,7.004963,31,102.1095,0.05388471,5.857354,32,93.2415,0.07518797,6.014284,37,107.6118,0.03383459,6.954106,40
NEGATIVE,110246,73.1407,0.2631579,6.748541,29,67.96313,0.4135338,5.232371,34,62.14927,0.650376,4.216443,41,59.97894,0.8533835,4.504078,33,62.69988,0.5889724,3.561133,44,73.30989,0.3897243,5.210861,32,55.75726,0.9598997,3.521333,29,84.76711,0.1817043,7.063006,32
NEGATIVE,110291,55.89031,0.8696742,3.49244,32,66.53008,0.4573935,5.0918,39,58.67581,0.8032581,5.147055,24,52.33592,0.9887218,3.342119,37,51.88573,0.9686717,3.624525,35,58.53559,0.8847118,4.092286,30,58.41502,0.8909774,3.936332,38,66.60338,0.650376,3.886284,29
NEGATIVE,110307,58.62559,0.7556391,3.824,43,71.20734,0.3195489,5.458178,32,59.91328,0.7606516,3.919013,41,65.04726,0.6654136,3.510092,33,55.75739,0.8909774,3.072444,48,66.67369,0.6052632,5.154407,35,64.55224,0.6691729,3.481627,41,65.72024,0.6804512,4.700913,37
NEGATIVE,110669,73.08978,0.264411,6.178371,34,71.16006,0.3220551,4.335935,38,69.44952,0.3458647,7.885154,29,76.78745,0.3132832,5.601825,37,73.46582,0.2155388,5.987417,36,64.87278,0.6616541,4.808223,29,63.0336,0.7318296,4.852754,27,63.86225,0.7531328,4.911279,32
NEGATIVE,130113,70.26199,0.3182957,6.469525,33,63.118,0.6077694,4.424184,44,56.96111,0.8571429,3.96563,43,63.14907,0.7393484,4.126695,34,66.45444,0.4260652,6.561436,29,82.07402,0.197995,7.332688,32,87.12446,0.1278196,7.143032,32,65.68898,0.6817043,4.280344,39
NEGATIVE,130678,53.72882,0.9298246,2.781271,36,61.4723,0.6779448,3.842796,50,63.13405,0.593985,3.966077,45,58.70699,0.8897243,2.92364,36,49.47224,0.9874687,3.227197,29,59.65501,0.8521304,2.626339,38,76.66909,0.2769423,5.758565,42,63.17157,0.7807018,3.500495,36
NEGATIVE,130685,60.6822,0.6528822,4.133771,29,62.88392,0.6265664,4.957684,32,63.15393,0.5902256,4.141273,35,82.87971,0.1892231,8.695525,27,67.77178,0.377193,4.943046,30,62.45514,0.7744361,5.272257,23,116.7088,0.01378446,15.10295,29,98.70939,0.06641604,8.627343,36
NEGATIVE,150202,63.36243,0.5363408,3.726007,47,49.13379,0.9924812,3.186563,33,74.60255,0.2205514,5.002845,45,62.84746,0.7543859,5.144265,40,50.66101,0.981203,2.872542,44,51.31258,0.9887218,3.982587,31,58.59333,0.8872181,2.869346,33,69.77992,0.5238096,4.977158,28
NEGATIVE,150440,84.30158,0.1015038,7.429488,35,81.02761,0.1441103,6.049854,40,68.17062,0.3922306,4.590121,28,98.32054,0.08270676,8.316612,35,71.5482,0.2656642,5.513138,41,102.4962,0.05263158,12.31079,27,103.2089,0.03508772,12.02551,26,106.0631,0.04010025,9.35149,42
NEGATIVE,150497,67.79668,0.3872181,4.620705,39,58.42723,0.8057644,3.161817,40,65.61466,0.4949875,3.569417,52,75.1339,0.3533835,5.77812,29,68.92233,0.3358396,4.522416,56,67.48383,0.5776942,5.196362,33,63.81524,0.7017544,4.156087,28,64.88213,0.7130326,6.553829,30
NEGATIVE,150747,62.81283,0.5614035,5.04949,32,50.33601,0.9824561,3.649283,36,61.27821,0.6992481,5.0817,27,74.87994,0.3571429,6.049086,34,78.26353,0.1353384,7.431528,33,60.0983,0.8421053,5.944187,22,68.49406,0.5313283,7.009152,33,61.02269,0.8609022,4.17886,33
NEGATIVE,160181,58.28613,0.7706767,3.451803,39,65.6389,0.4962406,4.621265,41,65.20889,0.508772,4.306124,48,66.30464,0.6240602,5.391378,36,72.48788,0.2406015,6.81561,37,68.8343,0.5175439,4.27743,38,69.29019,0.4962406,6.382717,26,58.94966,0.9273183,4.287187,25
NEGATIVE,160279,64.01471,0.5150376,6.135775,25,75.83979,0.2255639,5.676869,33,74.96605,0.2142857,7.445227,20,80.21306,0.2380952,6.791334,23,65.44461,0.4636591,4.565773,31,79.07394,0.2468672,9.082265,28,82.43426,0.1804511,7.16514,41,82.69317,0.2092732,7.953121,24
NEGATIVE,160358,58.65187,0.7543859,3.451084,37,67.46217,0.4298246,4.157046,43,69.01772,0.3621554,6.069774,33,71.54793,0.4373434,5.415634,42,70.91872,0.2756892,7.464094,29,73.90008,0.3746867,5.126599,41,58.10437,0.9035088,4.228271,29,75.29008,0.3558897,6.063195,36
NEGATIVE,160754,56.57159,0.8358396,3.758329,26,58.18537,0.8170426,3.79434,45,57.20653,0.8458647,4.500321,33,64.21555,0.697995,4.286226,33,71.70448,0.2619048,4.991847,35,72.44798,0.406015,6.269094,28,62.66977,0.7506266,4.290285,34,67.2195,0.6253133,5.999511,31
NEGATIVE,240053,60.20196,0.6716792,4.825872,24,69.53923,0.3659148,6.130248,26,73.30679,0.2506266,6.00542,34,66.43816,0.6203008,4.053022,24,54.1774,0.9273183,3.931241,34,69.13569,0.5050125,5.84185,37,72.75215,0.3834586,6.477113,15,78.16209,0.2882206,8.654462,36
NEGATIVE,240347,61.1194,0.6340852,3.15813,35,68.78275,0.3859649,4.036184,45,73.28454,0.2531328,4.875466,39,71.40016,0.443609,4.881497,28,63.33443,0.5651629,4.478134,33,67.48063,0.5789474,5.293801,30,76.29687,0.2857143,5.348189,37,78.42653,0.283208,6.412564,34
NEGATIVE,240364,65.42185,0.4598998,4.506382,33,72.0726,0.3007519,6.775089,40,57.56693,0.8320802,3.229896,40,68.4172,0.5463659,4.199869,40,60.90596,0.6704261,3.365491,45,67.05811,0.5952381,5.330018,37,63.68662,0.7030075,3.566828,43,63.08298,0.7869674,3.575085,33
NEGATIVE,240368,73.27672,0.2606516,5.170915,37,63.05901,0.6140351,4.07393,52,68.18449,0.3909774,4.618305,40,70.04288,0.4912281,3.235228,44,66.68885,0.4160401,5.116782,37,55.80603,0.9461153,4.534223,35,83.47038,0.1691729,8.60036,26,80.76853,0.2493734,8.469363,35
NEGATIVE,270114,54.84354,0.9022557,3.164247,40,62.0467,0.6578947,3.733224,31,47.40822,0.9987469,2.857796,34,54.51426,0.9586466,4.42592,21,57.47203,0.8333333,4.28124,33,63.86567,0.7155389,4.87785,30,55.90382,0.9561403,4.889559,24,62.59643,0.8120301,5.486422,36
NEGATIVE,270504,55.89736,0.8671679,4.682395,34,63.37634,0.5964912,4.31475,47,65.56471,0.4974937,5.593561,42,57.43705,0.9235589,4.573145,32,65.79413,0.4511278,4.422122,34,58.02583,0.8997494,3.098738,40,61.49573,0.7869674,3.743817,43,74.10429,0.3909774,5.260092,30
NEGATIVE,270672,71.61658,0.2907268,5.65655,23,123.2473,0.00877193,16.57265,24,88.28883,0.08145364,8.229571,21,89.05535,0.131579,7.969515,28,83.74862,0.0764411,5.323112,34,140.3063,0.006265664,19.19556,20,124.6453,0.00877193,15.39844,30,83.09351,0.2005012,5.474284,31
NEGATIVE,290519,73.03255,0.2656642,5.91286,30,71.23196,0.3182957,3.973566,44,72.1749,0.2869674,4.005491,51,83.88168,0.1741855,5.340095,44,74.3777,0.1967418,4.729314,48,69.20514,0.5012531,4.739218,32,70.49593,0.4636591,6.861861,27,76.93481,0.3157895,4.358919,38
NEGATIVE,290593,55.77539,0.8759398,4.223633,28,59.71054,0.7543859,4.206743,34,63.38859,0.5776942,4.786956,44,62.89195,0.7493734,3.208493,40,61.70624,0.6378446,3.36071,44,68.77886,0.5200501,4.655667,32,70.5254,0.4611529,5.995371,36,75.12053,0.3646617,5.662232,33
NEGATIVE,360500,131.0082,0.005012531,8.014305,38,128.1454,0.005012531,9.313179,38,120.553,0.01002506,9.194156,29,136.2894,0.006265664,11.10375,44,114.0606,0.005012531,9.135068,31,157.778,0.002506266,19.42122,37,125.793,0.007518797,11.06314,34,134.4994,0.01002506,11.80429,25
NEGATIVE,360735,67.28199,0.4047619,4.746146,30,70.80442,0.3320802,5.480005,28,56.93097,0.858396,3.37265,45,64.20739,0.6992481,4.706878,34,71.39236,0.2669173,3.762194,29,54.89033,0.9611529,2.874204,25,64.85043,0.6528822,5.08676,30,84.37511,0.1829574,8.336972,29
NEGATIVE,380168,59.90332,0.6904762,3.666351,46,64.62003,0.5413534,4.943307,40,63.02557,0.6002506,4.020957,35,70.66665,0.4674186,5.722359,38,59.7667,0.7293233,5.306741,31,76.118,0.3157895,5.494579,38,63.03246,0.7330827,5.087679,32,74.77518,0.3796993,5.631763,36
NEGATIVE,380239,52.60764,0.9611529,3.254497,31,60.63622,0.70802,2.915207,44,50.67261,0.9824561,3.575453,31,72.55717,0.4085213,5.081715,38,83.64569,0.07769424,6.554397,38,59.25294,0.8609022,3.78927,35,72.66691,0.3859649,5.321021,25,53.46307,0.991228,2.790979,28
NEGATIVE,380364,56.57042,0.8370928,3.289621,42,50.29539,0.9837093,2.836258,38,60.26418,0.7443609,2.791615,55,64.55714,0.6854637,4.805048,30,73.15913,0.2230576,4.188072,40,71.73228,0.4223058,5.192421,46,56.97335,0.9398496,3.296212,39,69.06451,0.5513784,4.240511,43
NEGATIVE,380575,70.77578,0.3082707,5.106833,22,80.19981,0.1516291,9.55945,21,54.78558,0.9273183,3.595485,34,79.59039,0.2531328,10.8674,18,70.81233,0.2807018,6.358271,23,97.60999,0.06641604,9.081697,25,57.64263,0.9135338,2.965339,31,77.4998,0.302005,6.610095,26
NEGATIVE,430112,66.39055,0.4398496,6.711781,29,65.19322,0.5137845,4.570787,35,74.01903,0.2368421,5.681443,42,64.23574,0.6942356,3.509247,33,59.6329,0.7418546,4.930066,35,62.17013,0.7807018,4.486496,47,63.20602,0.7243108,3.603576,44,56.08879,0.9699248,3.729381,29
NEGATIVE,430161,53.52067,0.9373434,3.122841,39,59.46428,0.7694235,3.674472,36,53.98909,0.9423559,3.615769,37,53.46929,0.9749373,4.388168,39,67.64052,0.3822055,4.813918,46,59.10073,0.8634085,4.570951,29,57.15875,0.9348371,3.171146,40,57.61687,0.952381,3.0769,39
NEGATIVE,430239,88.96789,0.07769424,6.000906,37,88.28685,0.0877193,8.601441,30,72.72802,0.2681704,5.401192,28,105.8199,0.04887218,10.72142,28,76.04976,0.1754386,5.526934,34,96.46223,0.07142857,7.315453,34,79.52842,0.2180451,5.466697,36,86.94917,0.1553885,7.253552,35
NEGATIVE,450082,66.56042,0.4335839,4.317348,40,76.3557,0.216792,4.948145,36,62.15482,0.6491228,3.750983,36,83.47624,0.1779449,6.511914,38,59.2614,0.7631579,3.756819,42,68.06756,0.5501253,5.271983,38,83.19698,0.1741855,8.094899,36,64.25607,0.7443609,4.290339,42
NEGATIVE,460066,55.79034,0.8734336,3.750798,31,65.32481,0.5100251,5.373686,33,55.17424,0.9185464,4.324755,34,53.65142,0.9686717,4.61264,28,53.60901,0.9423559,4.192737,28,60.28419,0.8345864,5.543297,27,57.16426,0.933584,4.401358,36,59.51635,0.9097744,4.326054,23
NEGATIVE,460082,97.09013,0.04636591,8.883265,33,77.64659,0.1917293,7.395613,31,98.70317,0.03634085,9.553036,41,116.4963,0.02506266,11.3751,26,71.61626,0.2631579,4.020631,31,84.11321,0.1716792,9.406328,26,79.44086,0.2205514,5.755939,28,86.09752,0.1654135,5.041187,46
NEGATIVE,460129,54.05091,0.9235589,3.973925,31,52.187,0.9573935,4.585498,34,63.38289,0.5789474,5.340899,43,61.88894,0.7932331,4.949156,32,57.6382,0.8258145,5.162859,26,63.24224,0.7431078,6.373355,32,70.38049,0.4699248,8.969367,29,69.01151,0.5551379,5.465429,32
