TargetID,ProbeID,3999279026_A.AVG_Signal,3999279026_A.Detection Pval,3999279026_A.BEAD_STDERR,3999279026_A.Avg_NBEADS,3999279026_B.AVG_Signal,3999279026_B.Detection Pval,3999279026_B.BEAD_STDERR,3999279026_B.Avg_NBEADS,3999279026_C.AVG_Signal,3999279026_C.Detection Pval,3999279026_C.BEAD_STDERR,3999279026_C.Avg_NBEADS,3999279026_D.AVG_Signal,3999279026_D.Detection Pval,3999279026_D.BEAD_STDERR,3999279026_D.Avg_NBEADS,3999279026_E.AVG_Signal,3999279026_E.Detection Pval,3999279026_E.BEAD_STDERR,3999279026_E.Avg_NBEADS,3999279026_F.AVG_Signal,3999279026_F.Detection Pval,3999279026_F.BEAD_STDERR,3999279026_F.Avg_NBEADS,3999279026_G.AVG_Signal,3999279026_G.Detection Pval,3999279026_G.BEAD_STDERR,3999279026_G.Avg_NBEADS,3999279026_H.AVG_Signal,3999279026_H.Detection Pval,3999279026_H.BEAD_STDERR,3999279026_H.Avg_NBEADS
NEGATIVE,6350008,209.3782,0.2067669,13.86797,32,181.7036,0.3596491,15.74839,25,212.1277,0.1365915,14.59811,31,175.2453,0.4473684,9.442327,27,195.8668,0.5025063,12.78025,26,194.6065,0.5426065,14.46067,26,191.6214,0.3408521,10.6572,32,181.0768,0.6754386,8.173834,38
NEGATIVE,6350184,154.2617,0.8859649,6.795377,29,179.6232,0.3947369,12.41713,33,127.3064,0.9899749,6.513801,24,178.8148,0.3984962,9.074153,47,217.5976,0.2844611,16.98183,37,179.1582,0.8195488,7.162893,48,159.2728,0.8897243,6.891829,42,168.7516,0.8546366,8.715261,38
NEGATIVE,6350360,193.1666,0.3358396,11.71554,36,180.3442,0.3822055,12.16522,31,165.0344,0.5989975,7.823196,32,211.6114,0.1378446,15.69341,27,233.7211,0.1766917,13.24888,43,192.0876,0.5914787,12.60699,35,180.9957,0.4937343,10.59534,38,202.6151,0.3421053,15.97678,32
NEGATIVE,6350528,195.4573,0.3145363,12.99723,33,175.5558,0.4536341,11.01306,29,158.1035,0.7155389,10.25349,19,251.2961,0.05012531,20.33235,37,191.4866,0.5551379,21.31049,19,193.4813,0.5676692,11.27025,39,178.3415,0.5426065,11.32119,33,197.8344,0.4010025,12.67999,32
NEGATIVE,6370070,177.2648,0.5338346,8.287565,42,206.4061,0.1666667,13.49019,40,174.9635,0.4373434,9.296888,37,204.3532,0.1779449,15.67523,30,206.0969,0.4047619,12.64132,39,198.7279,0.4874687,14.31219,28,161.2705,0.8621554,7.501469,38,200.0905,0.368421,11.88426,31
NEGATIVE,6370730,166.8693,0.70802,11.72257,21,172.6035,0.4937343,11.73315,24,152.1207,0.8045112,7.009654,41,163.0423,0.6403509,9.223413,36,166.9738,0.9122807,11.88312,29,196.3778,0.5150376,17.37864,30,164.6369,0.8057644,5.687006,32,168.8142,0.8533835,9.661709,37
NEGATIVE,6370754,194.9591,0.3170426,12.25757,34,176.8194,0.4335839,6.237376,51,143.9997,0.9085213,6.86273,31,186.8073,0.2944862,9.162656,46,192.6792,0.5363408,10.17931,42,195.1951,0.5350877,7.626998,38,199.7103,0.254386,10.95546,36,202.1088,0.3483709,11.12715,39
NEGATIVE,6380386,173.1316,0.6052632,7.968593,47,148.7886,0.8746867,8.29703,34,136.5489,0.9611529,6.146457,39,142.4753,0.943609,6.737368,36,167.8792,0.9010025,8.314023,39,148.6799,0.9962406,6.209121,46,172.6872,0.6428571,9.543911,43,181.8007,0.6578947,10.16863,38
NEGATIVE,6380731,157.7663,0.8433584,9.387467,29,151.9123,0.8320802,7.824451,37,153.7267,0.7844611,6.710832,30,163.3239,0.6365915,8.683264,37,178.6921,0.764411,11.41778,42,186.9805,0.6754386,8.168193,32,162.8746,0.8258145,7.738461,49,192.9218,0.4711779,11.08512,37
NEGATIVE,6380753,164.6546,0.7456141,12.15177,30,144.5967,0.9235589,5.906898,37,147.3296,0.8834587,5.73579,31,142.3308,0.9448621,7.894016,38,179.5119,0.7493734,11.99126,34,168.9961,0.9423559,6.356326,38,175.0016,0.5989975,8.673882,51,152.9485,0.9786968,7.649048,42
NEGATIVE,6400215,178.61,0.5037594,11.10127,32,172.9982,0.4862155,9.255008,48,168.0624,0.5438597,12.01089,24,146.9932,0.89599,7.609585,35,180.4426,0.7393484,10.88468,27,183.5916,0.7506266,9.719392,44,155.9686,0.924812,6.812665,42,221.3844,0.197995,13.39738,43
NEGATIVE,6400349,151.4862,0.9185464,7.408689,41,155.6903,0.783208,9.445601,30,165.7292,0.5889724,9.674438,33,149.866,0.8709273,5.871332,37,182.0643,0.7030075,11.32404,45,194.4247,0.547619,13.24106,28,144.7458,0.9899749,5.658146,35,170.8622,0.8245614,8.01001,38
NEGATIVE,6420008,224.2263,0.1353384,12.32679,31,236.9803,0.06265664,23.8603,22,231.147,0.0764411,17.49315,34,267.0908,0.03258145,23.49427,29,234.0416,0.1741855,13.33023,37,233.0776,0.1691729,15.28303,28,195.1802,0.3032582,11.04862,39,249.1452,0.09022556,19.42239,29
NEGATIVE,6420184,207.4513,0.226817,13.91897,31,223.9077,0.09398496,15.54982,32,186.3143,0.2819549,11.42024,26,184.8837,0.3107769,10.29629,32,210.6217,0.3596491,12.34725,32,232.8111,0.1729323,14.73703,28,208.8235,0.1954887,13.35147,35,225.6253,0.1716792,14.89634,23
NEGATIVE,6420360,138.083,0.9786968,7.975738,33,158.7968,0.7268171,8.979834,21,143.6385,0.9135338,8.222983,33,127.1667,0.9962406,6.185039,31,158.2182,0.962406,12.14261,34,166.5108,0.9548872,7.716827,32,151.6662,0.9636592,8.053793,37,181.7442,0.6591479,14.55797,25
NEGATIVE,6420402,140.5461,0.9736842,6.760402,29,169.8324,0.5413534,12.69032,23,131.1513,0.9824561,10.0661,30,157.1462,0.7781955,9.484769,38,155.6253,0.9711779,9.333522,26,174.9489,0.877193,8.608937,38,156.1455,0.9210526,9.504226,35,170.45,0.8308271,9.918275,37
NEGATIVE,6420424,153.7064,0.8897243,9.593762,36,129.0167,0.9924812,4.717128,28,144.9116,0.906015,10.31195,25,132.586,0.9862155,6.295668,37,160.4675,0.9536341,10.10947,40,146.4703,0.9987469,7.70551,31,154.7005,0.943609,6.789312,48,173.0545,0.7944862,9.26527,48
NEGATIVE,6420592,142.2334,0.9711779,6.01353,40,131.9662,0.9874687,5.814765,26,146.9977,0.8872181,8.002748,44,147.9001,0.8909774,6.875169,46,158.9074,0.9598997,10.59701,40,154.1541,0.9937344,7.332366,36,156.8353,0.9135338,9.393915,33,135.9176,1,7.449149,31
NEGATIVE,6420767,184.5217,0.4298246,9.811852,36,157.601,0.7506266,13.21953,23,146.5364,0.8922306,9.304864,25,172.3389,0.4937343,7.210162,40,192.3737,0.5413534,14.41851,34,206.2644,0.3872181,10.77329,43,169.9255,0.6904762,10.07285,39,183.0398,0.6353384,9.868932,33
NEGATIVE,6450100,228.6265,0.1203008,13.10141,42,224.3892,0.0914787,13.99153,37,203.7863,0.1766917,10.15148,44,215.5848,0.1290727,10.16106,38,237.8125,0.1591479,15.58723,24,212.7621,0.3195489,12.32883,36,202.6812,0.2318296,8.114184,36,217.8284,0.226817,9.733328,27
NEGATIVE,6450470,167.4814,0.6967419,10.60245,40,149.0286,0.8709273,6.345322,37,151.6419,0.8182957,9.951546,26,159.1948,0.7280702,6.74433,38,177.7226,0.7844611,9.257438,46,172.9463,0.89599,9.459375,41,183.3194,0.4573935,8.332488,44,183.8035,0.6190476,9.871668,36
